id,client,method,path,frontend_source,consumer_import_evidence,enablement,go_router_source,java_controller_source,status,status_basis,auth_tenant,request_encoding,required_types,arrays,dates_timezone,pagination,money,null_missing_zero,enums_ids,http_business_code,side_effects,tests,acceptance
T01-011,uniapp,PUT,/app-api/member/user/update,sheep/api/member/user.js:18,pages/user/info.vue;sheep/components/s-auth-modal/components/change-mobile.vue;sheep/components/s-auth-modal/components/change-password.vue;sheep/components/s-auth-modal/components/mp-authorization.vue;sheep/components/s-auth-modal/components/reset-password.vue;sheep/platform/provider/alipay/miniProgram.js;sheep/platform/provider/wechat/miniProgram.js;sheep/store/user.js,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:46,yudao-module-member/src/main/java/cn/iocoder/yudao/module/member/controller/app/user/AppMemberUserController.java:43,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Boolean> updateUser(@RequestBody @Valid AppMemberUserUpdateReqVO reqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-012,uniapp,PUT,/app-api/member/user/update-mobile,sheep/api/member/user.js:31,pages/user/info.vue;sheep/components/s-auth-modal/components/change-mobile.vue;sheep/components/s-auth-modal/components/change-password.vue;sheep/components/s-auth-modal/components/mp-authorization.vue;sheep/components/s-auth-modal/components/reset-password.vue;sheep/platform/provider/alipay/miniProgram.js;sheep/platform/provider/wechat/miniProgram.js;sheep/store/user.js,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:47,yudao-module-member/src/main/java/cn/iocoder/yudao/module/member/controller/app/user/AppMemberUserController.java:50,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Boolean> updateUserMobile(@RequestBody @Valid AppMemberUserUpdateMobileReqVO reqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-013,uniapp,PUT,/app-api/member/user/update-mobile-by-weixin,sheep/api/member/user.js:44,pages/user/info.vue;sheep/components/s-auth-modal/components/change-mobile.vue;sheep/components/s-auth-modal/components/change-password.vue;sheep/components/s-auth-modal/components/mp-authorization.vue;sheep/components/s-auth-modal/components/reset-password.vue;sheep/platform/provider/alipay/miniProgram.js;sheep/platform/provider/wechat/miniProgram.js;sheep/store/user.js,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:49,yudao-module-member/src/main/java/cn/iocoder/yudao/module/member/controller/app/user/AppMemberUserController.java:57,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Boolean> updateUserMobileByWeixin(@RequestBody @Valid AppMemberUserUpdateMobileByWeixinReqVO reqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-014,uniapp,PUT,/app-api/member/user/update-password,sheep/api/member/user.js:59,pages/user/info.vue;sheep/components/s-auth-modal/components/change-mobile.vue;sheep/components/s-auth-modal/components/change-password.vue;sheep/components/s-auth-modal/components/mp-authorization.vue;sheep/components/s-auth-modal/components/reset-password.vue;sheep/platform/provider/alipay/miniProgram.js;sheep/platform/provider/wechat/miniProgram.js;sheep/store/user.js,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:48,yudao-module-member/src/main/java/cn/iocoder/yudao/module/member/controller/app/user/AppMemberUserController.java:64,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Boolean> updateUserPassword(@RequestBody @Valid AppMemberUserUpdatePasswordReqVO reqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-015,uniapp,PUT,/app-api/member/user/reset-password,sheep/api/member/user.js:72,pages/user/info.vue;sheep/components/s-auth-modal/components/change-mobile.vue;sheep/components/s-auth-modal/components/change-password.vue;sheep/components/s-auth-modal/components/mp-authorization.vue;sheep/components/s-auth-modal/components/reset-password.vue;sheep/platform/provider/alipay/miniProgram.js;sheep/platform/provider/wechat/miniProgram.js;sheep/store/user.js,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:55,yudao-module-member/src/main/java/cn/iocoder/yudao/module/member/controller/app/user/AppMemberUserController.java:71,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: ; inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Boolean> resetUserPassword(@RequestBody @Valid AppMemberUserResetPasswordReqVO reqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-016,uniapp,GET,/app-api/member/address/list,sheep/api/member/address.js:7,pages/user/address/edit.vue;pages/user/address/list.vue,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:67,yudao-module-member/src/main/java/cn/iocoder/yudao/module/member/controller/app/address/AppAddressController.java:68,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,public CommonResult<List<AppAddressRespVO>> getAddressList(); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-017,uniapp,POST,/app-api/member/address/create,sheep/api/member/address.js:14,pages/user/address/edit.vue;pages/user/address/list.vue,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:62,yudao-module-member/src/main/java/cn/iocoder/yudao/module/member/controller/app/address/AppAddressController.java:32,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Long> createAddress(@Valid @RequestBody AppAddressCreateReqVO createReqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-018,uniapp,PUT,/app-api/member/address/update,sheep/api/member/address.js:26,pages/user/address/edit.vue;pages/user/address/list.vue,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:63,yudao-module-member/src/main/java/cn/iocoder/yudao/module/member/controller/app/address/AppAddressController.java:38,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Boolean> updateAddress(@Valid @RequestBody AppAddressUpdateReqVO updateReqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-019,uniapp,GET,/app-api/member/address/get,sheep/api/member/address.js:38,pages/user/address/edit.vue;pages/user/address/list.vue,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:65,yudao-module-member/src/main/java/cn/iocoder/yudao/module/member/controller/app/address/AppAddressController.java:53,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<AppAddressRespVO> getAddress(@RequestParam(""id"") Long id); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-020,uniapp,DELETE,/app-api/member/address/delete,sheep/api/member/address.js:46,pages/user/address/edit.vue;pages/user/address/list.vue,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:64,yudao-module-member/src/main/java/cn/iocoder/yudao/module/member/controller/app/address/AppAddressController.java:45,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<Boolean> deleteAddress(@RequestParam(""id"") Long id); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-021,uniapp,GET,/app-api/product/spu/list-by-ids,sheep/api/product/spu.js:7,pages/activity/groupon/detail.vue;pages/activity/index.vue;pages/commission/goods.vue;pages/coupon/detail.vue;pages/goods/groupon.vue;pages/goods/index.vue;pages/goods/list.vue;pages/goods/point.vue;pages/goods/seckill.vue;pages/index/cart.vue;pages/index/category.vue;sheep/components/s-goods-card/s-goods-card.vue;sheep/components/s-goods-shelves/s-goods-shelves.vue;sheep/components/s-groupon-block/s-groupon-block.vue;sheep/components/s-point-block/s-point-block.vue;sheep/components/s-point-card/s-point-card.vue;sheep/components/s-seckill-block/s-seckill-block.vue,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:145,yudao-module-mall/yudao-module-product/src/main/java/cn/iocoder/yudao/module/product/controller/app/spu/AppProductSpuController.java:51,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.ProductErrorHandler(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<List<AppProductSpuRespVO>> getSpuList(@RequestParam(""ids"") Set<Long> ids); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-022,uniapp,GET,/app-api/trade/order/settlement-product,sheep/api/product/spu.js:19,pages/activity/groupon/detail.vue;pages/activity/index.vue;pages/commission/goods.vue;pages/coupon/detail.vue;pages/goods/groupon.vue;pages/goods/index.vue;pages/goods/list.vue;pages/goods/point.vue;pages/goods/seckill.vue;pages/index/cart.vue;pages/index/category.vue;sheep/components/s-goods-card/s-goods-card.vue;sheep/components/s-goods-shelves/s-goods-shelves.vue;sheep/components/s-groupon-block/s-groupon-block.vue;sheep/components/s-point-block/s-point-block.vue;sheep/components/s-point-card/s-point-card.vue;sheep/components/s-seckill-block/s-seckill-block.vue,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:226,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/app/order/AppTradeOrderController.java:66,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.OptionalAuth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<List<AppTradeProductSettlementRespVO>> settlementProduct(@RequestParam(""spuIds"") List<Long> spuIds); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-023,uniapp,GET,/app-api/product/spu/page,sheep/api/product/spu.js:31,pages/activity/groupon/detail.vue;pages/activity/index.vue;pages/commission/goods.vue;pages/coupon/detail.vue;pages/goods/groupon.vue;pages/goods/index.vue;pages/goods/list.vue;pages/goods/point.vue;pages/goods/seckill.vue;pages/index/cart.vue;pages/index/category.vue;sheep/components/s-goods-card/s-goods-card.vue;sheep/components/s-goods-shelves/s-goods-shelves.vue;sheep/components/s-groupon-block/s-groupon-block.vue;sheep/components/s-point-block/s-point-block.vue;sheep/components/s-point-card/s-point-card.vue;sheep/components/s-seckill-block/s-seckill-block.vue,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:144,yudao-module-mall/yudao-module-product/src/main/java/cn/iocoder/yudao/module/product/controller/app/spu/AppProductSpuController.java:67,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.ProductErrorHandler(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,public CommonResult<PageResult<AppProductSpuRespVO>> getSpuPage(@Valid AppProductSpuPageReqVO pageVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-024,uniapp,GET,/app-api/product/spu/get-detail,sheep/api/product/spu.js:43,pages/activity/groupon/detail.vue;pages/activity/index.vue;pages/commission/goods.vue;pages/coupon/detail.vue;pages/goods/groupon.vue;pages/goods/index.vue;pages/goods/list.vue;pages/goods/point.vue;pages/goods/seckill.vue;pages/index/cart.vue;pages/index/category.vue;sheep/components/s-goods-card/s-goods-card.vue;sheep/components/s-goods-shelves/s-goods-shelves.vue;sheep/components/s-groupon-block/s-groupon-block.vue;sheep/components/s-point-block/s-point-block.vue;sheep/components/s-point-card/s-point-card.vue;sheep/components/s-seckill-block/s-seckill-block.vue,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:143,yudao-module-mall/yudao-module-product/src/main/java/cn/iocoder/yudao/module/product/controller/app/spu/AppProductSpuController.java:82,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.ProductErrorHandler(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<AppProductSpuDetailRespVO> getSpuDetail(@RequestParam(""id"") Long id); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
